image_name,x1,y1,x2,y2
0071.jpg,630,299,717,475
0065.jpg,627,316,703,493
0059.jpg,633,342,721,536
0105.jpg,632,233,684,362
0111.jpg,648,216,694,341
0139.jpg,669,174,714,286
0138.jpg,670,173,714,288
0110.jpg,646,217,693,342
0104.jpg,630,235,681,376
0058.jpg,633,343,727,534
0064.jpg,632,320,704,500
0070.jpg,631,303,711,484
0066.jpg,623,314,703,490
0072.jpg,624,296,721,465
0099.jpg,631,250,679,398
0112.jpg,649,213,695,340
0106.jpg,638,230,687,365
0107.jpg,640,228,689,364
0113.jpg,649,211,695,335
0098.jpg,631,253,676,397
0073.jpg,621,295,720,454
0067.jpg,621,313,705,490
0063.jpg,632,323,705,510
0077.jpg,610,295,731,439
0088.jpg,621,249,678,412
0117.jpg,646,204,703,321
0103.jpg,627,239,679,385
0102.jpg,631,243,678,396
0116.jpg,648,205,698,326
0089.jpg,618,250,679,405
0076.jpg,608,295,727,440
0062.jpg,633,329,706,517
0048.jpg,674,310,768,486
0074.jpg,613,294,723,446
0060.jpg,633,338,713,535
0128.jpg,667,198,712,318
0100.jpg,631,249,678,399
0114.jpg,650,208,695,331
0115.jpg,650,206,696,327
0101.jpg,630,247,678,397
0129.jpg,668,195,712,319
0061.jpg,634,333,708,530
0075.jpg,611,294,718,439
0049.jpg,672,313,764,490
0012.jpg,756,277,829,513
0006.jpg,743,278,816,518
0166.jpg,592,153,680,261
0172.jpg,581,154,634,259
0173.jpg,580,151,629,259
0167.jpg,591,156,666,261
0007.jpg,748,280,823,513
0013.jpg,758,275,827,510
0005.jpg,739,275,815,523
0011.jpg,755,280,830,511
0039.jpg,739,307,823,453
0171.jpg,583,158,638,257
0165.jpg,596,151,679,258
0159.jpg,616,142,663,262
0158.jpg,618,142,665,267
0164.jpg,599,149,674,251
0170.jpg,584,161,645,260
0038.jpg,741,308,826,451
0010.jpg,756,284,832,512
0004.jpg,733,274,813,527
0028.jpg,745,313,838,482
0000.jpg,723,297,827,527
0014.jpg,758,277,825,505
0148.jpg,652,162,690,272
0160.jpg,612,120,659,257
0161.jpg,610,117,661,255
0149.jpg,649,162,686,271
0015.jpg,759,306,824,502
0001.jpg,725,288,819,528
0029.jpg,755,309,833,479
0017.jpg,760,279,825,488
0003.jpg,726,276,811,528
0163.jpg,602,140,669,248
0162.jpg,606,120,663,248
0002.jpg,724,280,812,528
0016.jpg,757,304,824,494
0033.jpg,765,300,830,464
0027.jpg,737,315,840,482
0147.jpg,655,163,697,276
0153.jpg,639,157,678,271
0152.jpg,641,159,677,271
0146.jpg,657,165,699,278
0026.jpg,737,313,840,482
0032.jpg,766,299,832,467
0024.jpg,753,300,837,475
0030.jpg,763,304,831,475
0018.jpg,764,231,826,482
0150.jpg,645,162,683,272
0144.jpg,662,169,711,284
0145.jpg,659,168,706,281
0151.jpg,645,163,678,270
0019.jpg,767,250,829,473
0031.jpg,765,302,832,466
0025.jpg,742,306,839,482
0009.jpg,754,285,831,512
0021.jpg,767,291,841,478
0035.jpg,749,307,828,460
0169.jpg,586,163,654,260
0155.jpg,632,135,672,271
0141.jpg,667,174,713,285
0140.jpg,668,173,714,285
0154.jpg,635,138,676,271
0168.jpg,588,160,669,259
0034.jpg,754,303,828,457
0020.jpg,768,283,839,474
0008.jpg,751,283,828,512
0036.jpg,744,310,826,458
0022.jpg,766,292,838,481
0142.jpg,667,172,713,285
0156.jpg,627,129,671,271
0157.jpg,623,129,668,270
0143.jpg,665,171,713,285
0023.jpg,764,295,835,473
0037.jpg,741,310,826,452
0050.jpg,671,316,763,491
0044.jpg,721,296,787,468
0078.jpg,614,294,731,441
0093.jpg,607,260,708,426
0087.jpg,618,249,678,415
0124.jpg,653,197,707,314
0130.jpg,670,192,712,318
0118.jpg,644,206,704,322
0119.jpg,645,206,704,320
0131.jpg,671,188,712,317
0125.jpg,658,197,709,316
0086.jpg,623,253,703,420
0092.jpg,605,257,702,422
0079.jpg,608,292,728,441
0045.jpg,715,297,782,471
0051.jpg,673,318,755,491
0047.jpg,683,306,772,482
0053.jpg,666,320,750,508
0084.jpg,613,262,720,437
0090.jpg,601,253,681,408
0133.jpg,671,182,714,309
0127.jpg,662,199,711,319
0126.jpg,663,198,709,319
0132.jpg,671,185,713,313
0091.jpg,602,253,689,417
0085.jpg,619,255,725,433
0052.jpg,671,320,753,497
0046.jpg,700,302,778,476
0042.jpg,730,296,794,458
0056.jpg,637,336,737,530
0081.jpg,606,284,712,440
0095.jpg,620,263,698,425
0136.jpg,671,175,715,295
0122.jpg,645,200,702,313
0123.jpg,649,198,704,314
0137.jpg,671,173,715,291
0094.jpg,612,263,708,427
0080.jpg,610,289,721,442
0057.jpg,634,341,733,533
0043.jpg,726,295,790,462
0069.jpg,630,305,707,490
0055.jpg,640,329,741,526
0041.jpg,736,299,802,456
0096.jpg,627,259,687,421
0082.jpg,605,279,700,439
0109.jpg,642,221,692,346
0121.jpg,644,204,703,314
0135.jpg,671,177,715,299
0134.jpg,671,179,714,304
0120.jpg,644,206,703,318
0108.jpg,636,224,691,356
0083.jpg,608,270,700,439
0097.jpg,628,255,675,416
0040.jpg,740,303,814,454
0054.jpg,654,324,745,519
0068.jpg,632,309,705,491
