image_name,x1,y1,x2,y2
0059.jpg,551,358,602,501
0059.jpg,841,106,870,171
0058.jpg,550,357,601,503
0058.jpg,840,108,869,170
0062.jpg,554,361,606,500
0062.jpg,845,104,873,170
0048.jpg,556,370,620,510
0048.jpg,778,99,847,162
0060.jpg,551,360,604,501
0060.jpg,842,106,871,171
0061.jpg,551,361,606,501
0061.jpg,843,104,871,170
0049.jpg,551,369,619,511
0049.jpg,779,95,848,161
0012.jpg,530,360,592,551
0006.jpg,530,389,591,548
0007.jpg,530,372,590,551
0007.jpg,760,108,806,164
0013.jpg,531,360,595,553
0013.jpg,760,101,805,163
0005.jpg,530,397,596,549
0011.jpg,529,360,592,552
0039.jpg,573,393,631,523
0039.jpg,736,104,799,166
0038.jpg,572,397,622,523
0038.jpg,735,105,794,168
0010.jpg,529,362,591,551
0004.jpg,531,400,599,551
0028.jpg,562,331,630,523
0028.jpg,752,92,795,160
0000.jpg,530,400,589,550
0014.jpg,531,362,597,552
0014.jpg,760,100,805,163
0015.jpg,532,364,601,552
0015.jpg,760,99,805,163
0001.jpg,530,399,593,551
0029.jpg,563,355,630,520
0029.jpg,747,93,792,160
0017.jpg,533,371,607,550
0017.jpg,761,99,803,163
0003.jpg,531,398,599,552
0002.jpg,529,399,597,552
0016.jpg,533,367,611,550
0016.jpg,761,99,804,163
0033.jpg,567,390,630,523
0033.jpg,736,102,792,167
0027.jpg,558,334,626,525
0027.jpg,756,92,797,161
0026.jpg,562,371,616,526
0026.jpg,758,92,799,162
0032.jpg,564,385,625,517
0032.jpg,737,99,792,165
0024.jpg,544,389,607,538
0024.jpg,760,94,801,163
0030.jpg,562,375,626,518
0030.jpg,742,96,791,163
0018.jpg,534,372,607,551
0018.jpg,760,99,802,163
0019.jpg,536,372,608,549
0019.jpg,761,100,801,163
0031.jpg,562,382,625,518
0031.jpg,739,97,792,165
0025.jpg,550,384,608,528
0025.jpg,759,92,801,162
0009.jpg,529,364,588,551
0021.jpg,542,364,608,541
0021.jpg,760,101,802,163
0035.jpg,572,398,638,524
0035.jpg,735,106,792,166
0034.jpg,571,394,634,523
0020.jpg,540,371,609,548
0020.jpg,760,101,802,163
0008.jpg,530,368,587,551
0036.jpg,574,399,634,524
0036.jpg,735,107,793,166
0022.jpg,540,364,607,546
0022.jpg,760,100,802,163
0023.jpg,537,380,607,542
0023.jpg,760,99,802,163
0037.jpg,574,398,636,524
0037.jpg,735,105,793,168
0050.jpg,549,368,618,508
0050.jpg,780,93,851,166
0044.jpg,568,376,626,510
0045.jpg,568,375,625,512
0045.jpg,765,103,827,162
0051.jpg,549,368,616,508
0051.jpg,784,95,856,166
0047.jpg,563,371,621,511
0047.jpg,777,97,849,164
0053.jpg,549,368,609,507
0053.jpg,798,101,859,167
0052.jpg,549,368,612,508
0052.jpg,788,97,858,170
0046.jpg,565,373,623,512
0046.jpg,786,98,834,148
0042.jpg,570,382,625,516
0042.jpg,747,103,812,167
0056.jpg,549,361,601,506
0056.jpg,831,112,868,167
0057.jpg,549,357,601,505
0057.jpg,838,111,868,170
0043.jpg,569,378,627,510
0043.jpg,752,102,815,166
0055.jpg,549,364,602,506
0055.jpg,829,113,866,167
0041.jpg,572,386,627,518
0041.jpg,741,103,803,167
0040.jpg,572,389,635,521
0040.jpg,738,104,803,167
0054.jpg,549,366,605,506
0054.jpg,819,108,863,169
