image_name,x1,y1,x2,y2
0071.jpg,692,393,763,539
0071.jpg,613,98,648,155
0065.jpg,680,397,751,557
0065.jpg,601,100,633,159
0059.jpg,626,402,740,556
0105.jpg,666,367,717,520
0111.jpg,661,350,705,489
0111.jpg,660,84,705,147
0139.jpg,632,294,695,399
0138.jpg,628,298,691,400
0110.jpg,664,353,712,489
0110.jpg,661,84,697,146
0104.jpg,671,372,723,522
0058.jpg,622,403,738,557
0058.jpg,571,100,610,163
0064.jpg,669,399,746,558
0064.jpg,597,97,632,157
0070.jpg,692,393,764,544
0070.jpg,612,98,648,155
0066.jpg,692,395,755,555
0066.jpg,605,98,636,156
0072.jpg,692,393,771,538
0072.jpg,615,97,648,157
0099.jpg,676,381,750,523
0112.jpg,655,347,702,488
0112.jpg,662,84,710,147
0106.jpg,668,361,722,512
0107.jpg,666,358,720,502
0113.jpg,651,342,700,485
0113.jpg,666,82,716,147
0098.jpg,675,379,753,523
0073.jpg,692,393,771,538
0073.jpg,614,97,648,157
0067.jpg,692,395,755,555
0067.jpg,605,98,636,156
0063.jpg,658,400,744,558
0063.jpg,594,97,633,152
0077.jpg,692,396,795,539
0088.jpg,693,368,754,531
0088.jpg,604,84,648,148
0117.jpg,647,329,698,458
0117.jpg,701,80,734,140
0103.jpg,672,376,731,522
0102.jpg,672,379,738,522
0116.jpg,649,334,697,470
0116.jpg,684,81,728,142
0089.jpg,693,369,752,529
0089.jpg,603,84,648,149
0076.jpg,691,395,775,539
0062.jpg,645,401,743,557
0048.jpg,620,403,711,541
0048.jpg,550,88,577,157
0074.jpg,692,394,775,539
0074.jpg,611,95,647,157
0060.jpg,635,401,742,557
0128.jpg,628,307,695,416
0100.jpg,675,381,744,522
0114.jpg,651,342,700,486
0114.jpg,666,82,716,147
0115.jpg,650,338,698,481
0115.jpg,674,81,722,144
0101.jpg,672,379,738,522
0129.jpg,627,308,694,413
0061.jpg,636,401,743,557
0075.jpg,691,396,778,539
0075.jpg,605,94,648,157
0049.jpg,619,403,711,541
0049.jpg,550,88,577,158
0012.jpg,675,399,736,540
0012.jpg,495,84,520,151
0006.jpg,663,380,744,555
0210.jpg,823,322,877,444
0204.jpg,827,314,889,441
0166.jpg,785,304,830,434
0172.jpg,806,311,856,441
0199.jpg,831,292,890,434
0198.jpg,829,292,890,437
0173.jpg,810,311,861,439
0167.jpg,790,306,834,441
0205.jpg,826,321,887,442
0211.jpg,823,322,877,446
0007.jpg,663,380,744,555
0013.jpg,675,399,736,541
0013.jpg,495,84,520,151
0005.jpg,664,379,742,556
0011.jpg,673,389,737,540
0011.jpg,494,88,520,150
0039.jpg,664,391,742,527
0039.jpg,519,90,557,158
0207.jpg,824,323,879,442
0213.jpg,820,322,877,449
0171.jpg,802,311,850,440
0165.jpg,780,303,825,426
0159.jpg,729,296,800,411
0158.jpg,724,295,786,407
0164.jpg,764,303,819,423
0170.jpg,800,310,845,442
0212.jpg,822,322,879,449
0206.jpg,825,323,882,442
0038.jpg,664,392,743,524
0038.jpg,512,90,556,158
0010.jpg,676,372,743,552
0004.jpg,666,377,740,556
0028.jpg,683,392,773,524
0000.jpg,668,363,736,556
0014.jpg,673,394,736,530
