image_name,x1,y1,x2,y2
0048.jpg,702,307,790,474
0049.jpg,702,305,786,473
0012.jpg,744,297,816,535
0006.jpg,731,309,826,544
0007.jpg,730,302,819,545
0013.jpg,746,298,820,529
0005.jpg,730,322,831,545
0011.jpg,740,294,813,541
0039.jpg,738,311,802,488
0038.jpg,739,314,804,489
0010.jpg,728,293,813,545
0004.jpg,730,334,835,546
0028.jpg,746,305,833,487
0000.jpg,729,343,817,545
0014.jpg,747,302,827,525
0015.jpg,747,305,830,524
0001.jpg,729,345,828,545
0029.jpg,744,305,833,491
0017.jpg,750,303,831,526
0003.jpg,730,344,833,545
0002.jpg,729,344,835,545
0016.jpg,749,307,832,526
0033.jpg,720,329,822,498
0027.jpg,750,306,831,480
0026.jpg,752,273,823,480
0032.jpg,722,324,823,500
0024.jpg,748,271,816,496
0030.jpg,738,309,831,484
0018.jpg,750,298,826,528
0019.jpg,748,291,824,528
0031.jpg,727,315,824,495
0025.jpg,750,259,817,487
0009.jpg,727,294,809,545
0021.jpg,748,302,817,520
0035.jpg,731,326,810,496
0034.jpg,726,329,816,498
0020.jpg,747,288,823,528
0008.jpg,727,297,811,545
0036.jpg,738,321,805,497
0022.jpg,748,323,816,512
0023.jpg,746,313,815,504
0037.jpg,740,318,804,496
0050.jpg,699,303,775,472
0044.jpg,723,314,797,478
0045.jpg,714,313,797,477
0051.jpg,696,300,762,471
0047.jpg,702,309,795,474
0053.jpg,690,295,743,471
0052.jpg,694,298,751,470
0046.jpg,706,311,796,476
0042.jpg,735,312,799,479
0056.jpg,681,293,730,468
0043.jpg,729,313,797,479
0055.jpg,684,293,733,470
0041.jpg,736,310,799,480
0040.jpg,737,309,801,484
0054.jpg,686,293,739,471
