image_name,x1,y1,x2,y2
0071.jpg,461,534,552,704
0065.jpg,433,507,504,674
0059.jpg,395,498,493,661
0273.jpg,761,419,864,557
0267.jpg,779,417,841,550
0298.jpg,706,446,802,613
0307.jpg,695,479,808,630
0313.jpg,780,468,852,629
0105.jpg,613,624,674,720
0111.jpg,704,643,781,720
0110.jpg,688,641,755,720
0104.jpg,602,622,667,720
0312.jpg,766,469,842,630
0306.jpg,694,480,811,631
0299.jpg,701,451,803,617
0266.jpg,779,421,840,550
0272.jpg,760,415,862,556
0058.jpg,385,495,480,657
0064.jpg,428,509,502,674
0070.jpg,457,527,548,700
0066.jpg,439,508,513,678
0072.jpg,465,538,556,710
0099.jpg,517,619,619,719
0264.jpg,774,429,838,551
0270.jpg,771,410,847,561
0258.jpg,764,433,858,577
0310.jpg,725,474,822,629
0304.jpg,694,482,804,632
0338.jpg,862,451,971,600
0112.jpg,720,646,807,720
0106.jpg,625,627,687,720
0107.jpg,639,633,703,720
0113.jpg,737,648,837,720
0339.jpg,870,454,971,603
0305.jpg,694,482,808,631
0311.jpg,744,473,830,628
0259.jpg,767,436,826,576
0271.jpg,764,411,854,558
0265.jpg,777,426,839,548
0098.jpg,520,617,604,720
0073.jpg,466,543,558,717
0067.jpg,442,512,526,686
0063.jpg,421,509,502,673
0077.jpg,472,556,558,716
0088.jpg,465,606,535,719
0249.jpg,715,436,806,579
0261.jpg,773,436,830,576
0275.jpg,774,424,864,562
0329.jpg,854,456,942,613
0315.jpg,797,466,871,621
0301.jpg,695,467,803,626
0103.jpg,581,621,656,719
0102.jpg,560,619,652,719
0116.jpg,793,664,897,720
0300.jpg,699,458,804,621
0314.jpg,784,466,864,630
0328.jpg,851,460,942,614
0274.jpg,765,422,863,559
0260.jpg,771,437,845,577
0248.jpg,715,440,799,579
0089.jpg,469,615,532,720
0076.jpg,473,555,557,715
0062.jpg,410,509,501,672
0048.jpg,282,477,379,635
0074.jpg,470,548,549,707
0060.jpg,402,501,499,668
0276.jpg,783,426,863,565
0262.jpg,774,433,832,576
