image_name,x1,y1,x2,y2
0071.jpg,487,545,601,667
0065.jpg,568,530,633,652
0065.jpg,427,114,456,191
0059.jpg,625,523,697,645
0059.jpg,556,175,599,251
0105.jpg,506,550,592,674
0111.jpg,533,545,597,678
0111.jpg,737,171,793,242
0110.jpg,524,546,596,678
0110.jpg,738,169,791,242
0104.jpg,503,548,579,673
0058.jpg,631,522,711,645
0058.jpg,544,175,595,252
0064.jpg,581,526,635,648
0064.jpg,426,115,455,190
0070.jpg,490,542,614,666
0066.jpg,560,533,632,657
0066.jpg,427,114,457,191
0072.jpg,486,545,582,667
0099.jpg,468,545,532,675
0112.jpg,537,544,601,680
0112.jpg,736,165,796,242
0106.jpg,506,551,595,674
0106.jpg,731,170,779,239
0107.jpg,507,550,597,677
0107.jpg,734,169,786,240
0113.jpg,541,545,608,683
0113.jpg,735,164,800,242
0098.jpg,450,545,530,675
0073.jpg,483,545,567,668
0067.jpg,538,533,631,657
0063.jpg,581,525,670,646
0063.jpg,424,115,454,191
0077.jpg,465,546,518,667
0088.jpg,414,552,481,680
0117.jpg,540,555,620,689
0103.jpg,497,547,564,673
0102.jpg,489,545,548,672
0102.jpg,720,168,763,243
0116.jpg,541,553,621,688
0116.jpg,761,168,811,244
0089.jpg,412,553,500,681
0076.jpg,472,544,521,664
0062.jpg,607,522,684,643
0048.jpg,656,495,718,622
0048.jpg,390,120,440,196
0074.jpg,481,545,552,668
0060.jpg,612,522,696,644
0128.jpg,517,568,604,698
0128.jpg,789,161,837,243
0100.jpg,478,543,534,674
0114.jpg,542,547,614,684
0114.jpg,738,165,805,243
0115.jpg,540,549,620,686
0115.jpg,749,167,807,242
0101.jpg,483,544,540,673
0129.jpg,519,566,605,697
0129.jpg,789,160,837,243
0061.jpg,613,522,692,644
0075.jpg,479,544,534,667
0049.jpg,654,499,722,628
0049.jpg,394,119,440,195
0012.jpg,663,483,732,617
0012.jpg,391,117,430,196
0006.jpg,665,499,723,626
0006.jpg,391,116,430,196
0007.jpg,666,488,726,623
0007.jpg,391,117,430,196
0013.jpg,667,503,733,617
0013.jpg,391,117,430,196
0005.jpg,664,472,721,627
0005.jpg,391,117,430,196
0011.jpg,663,470,731,618
0011.jpg,391,117,430,196
0039.jpg,661,494,712,610
0039.jpg,391,117,430,196
0038.jpg,667,492,710,606
0038.jpg,391,117,429,196
0010.jpg,663,474,729,619
0004.jpg,661,470,720,628
0004.jpg,391,117,430,196
0028.jpg,664,493,743,599
0028.jpg,391,117,430,196
0000.jpg,660,496,712,628
0000.jpg,391,117,430,196
0014.jpg,668,502,734,617
0014.jpg,391,117,430,196
0015.jpg,668,502,734,618
0015.jpg,391,117,430,196
0001.jpg,659,495,714,628
0001.jpg,391,117,430,196
0029.jpg,663,495,738,599
0029.jpg,391,117,430,196
0017.jpg,667,497,730,617
0017.jpg,391,117,430,196
0003.jpg,661,471,719,628
0003.jpg,391,117,430,196
0002.jpg,661,486,716,627
0002.jpg,391,117,430,196
0016.jpg,671,502,732,617
0016.jpg,391,117,430,196
0033.jpg,654,492,716,599
0033.jpg,391,118,429,196
0027.jpg,667,490,750,600
0027.jpg,391,117,430,196
0026.jpg,668,487,753,596
0026.jpg,391,117,430,196
0032.jpg,652,494,721,599
0032.jpg,391,117,430,196
0024.jpg,669,461,752,593
0024.jpg,391,117,430,196
0030.jpg,657,496,730,599
0030.jpg,391,117,429,196
0018.jpg,666,494,723,615
0018.jpg,391,117,430,196
0019.jpg,666,489,723,609
0019.jpg,391,117,430,196
0031.jpg,654,495,726,599
0031.jpg,391,118,430,196
0025.jpg,668,481,755,593
0025.jpg,391,117,430,196
0009.jpg,663,493,728,618
0021.jpg,667,467,736,600
0021.jpg,391,117,430,196
0035.jpg,660,490,710,599
0034.jpg,658,490,712,599
0034.jpg,391,117,429,196
0020.jpg,667,481,730,605
0020.jpg,391,117,430,196
0008.jpg,665,498,727,621
0008.jpg,391,116,430,196
0036.jpg,669,490,710,601
0036.jpg,391,117,429,196
0022.jpg,667,443,743,599
0022.jpg,391,117,430,196
0023.jpg,669,474,748,598
0023.jpg,391,117,430,196
0037.jpg,670,491,710,603
0037.jpg,391,117,429,196
0050.jpg,655,504,728,631
0050.jpg,398,118,441,193
0044.jpg,661,494,713,620
0044.jpg,522,167,576,254
0078.jpg,459,547,518,672
0093.jpg,410,559,512,685
0087.jpg,418,552,482,680
0124.jpg,520,555,609,692
0130.jpg,514,565,605,696
0130.jpg,790,156,837,242
0118.jpg,540,555,620,689
0118.jpg,770,167,815,245
0119.jpg,540,553,620,689
0131.jpg,506,565,593,696
0131.jpg,790,155,837,242
0125.jpg,517,559,605,695
0086.jpg,421,552,481,682
0086.jpg,452,111,487,187
0092.jpg,410,559,511,686
0092.jpg,450,114,487,186
0079.jpg,450,549,509,672
0045.jpg,661,493,714,619
0045.jpg,519,165,576,253
0051.jpg,652,508,733,633
0051.jpg,401,118,442,194
0047.jpg,657,494,714,621
0047.jpg,391,119,440,196
0053.jpg,656,520,735,637
0053.jpg,410,115,443,193
0084.jpg,420,554,493,684
0084.jpg,450,113,486,187
0090.jpg,411,553,515,683
0127.jpg,511,568,604,698
0127.jpg,789,162,838,243
0126.jpg,511,565,603,698
0126.jpg,790,160,838,242
0132.jpg,498,565,575,696
0132.jpg,789,156,837,240
0091.jpg,410,557,513,685
0091.jpg,451,114,487,186
0085.jpg,421,554,481,684
0085.jpg,451,112,487,187
0052.jpg,653,516,735,635
0052.jpg,405,117,443,194
0046.jpg,661,493,714,619
0046.jpg,521,164,576,252
0042.jpg,659,496,714,618
0042.jpg,391,117,434,195
0056.jpg,652,519,734,642
0056.jpg,533,175,590,253
0081.jpg,422,553,493,684
0081.jpg,445,113,485,186
0095.jpg,411,554,520,680
0122.jpg,531,550,616,688
0123.jpg,525,552,614,690
0094.jpg,410,556,514,684
0080.jpg,429,551,505,679
0057.jpg,646,520,728,645
0057.jpg,536,175,593,253
0043.jpg,661,495,713,619
0043.jpg,391,118,436,195
0069.jpg,497,537,622,656
0055.jpg,656,521,735,640
0055.jpg,415,115,446,194
0041.jpg,655,496,714,617
0041.jpg,391,117,432,196
0096.jpg,418,551,524,676
0082.jpg,421,556,492,685
0082.jpg,448,111,486,186
0109.jpg,516,549,597,678
0109.jpg,738,168,789,243
0121.jpg,537,550,618,688
0120.jpg,540,551,620,688
0120.jpg,774,162,816,245
0108.jpg,510,550,597,678
0108.jpg,736,169,788,242
0083.jpg,421,556,484,685
0097.jpg,432,547,527,676
0040.jpg,658,495,713,613
0040.jpg,391,117,431,196
0054.jpg,659,521,735,638
0054.jpg,414,114,445,193
0068.jpg,513,535,630,656
