image_name,x1,y1,x2,y2
0071.jpg,738,395,784,526
0065.jpg,780,410,841,537
0059.jpg,804,416,895,540
0058.jpg,811,417,894,542
0064.jpg,787,412,858,536
0070.jpg,743,396,799,527
0066.jpg,773,408,830,538
0072.jpg,731,396,775,525
0073.jpg,723,396,767,526
0067.jpg,764,403,828,537
0067.jpg,573,89,616,143
0063.jpg,792,413,872,537
0077.jpg,667,392,754,522
0077.jpg,630,82,666,136
0076.jpg,674,394,755,524
0076.jpg,625,81,661,135
0062.jpg,795,416,884,537
0048.jpg,827,434,914,559
0074.jpg,704,396,758,526
0074.jpg,608,70,648,139
0060.jpg,799,416,892,538
0061.jpg,800,416,889,538
0075.jpg,686,395,755,524
0075.jpg,615,83,656,136
0049.jpg,826,429,915,557
0012.jpg,865,438,942,564
0012.jpg,556,67,580,151
0006.jpg,864,444,942,566
0006.jpg,559,70,587,152
0007.jpg,865,444,942,566
0007.jpg,560,68,582,150
0013.jpg,864,438,943,563
0013.jpg,556,67,581,151
0005.jpg,864,445,942,566
0005.jpg,560,68,592,152
0011.jpg,865,440,942,565
0011.jpg,557,67,580,151
0039.jpg,850,433,938,560
0038.jpg,851,434,933,560
0010.jpg,864,442,942,565
0010.jpg,558,67,580,152
0004.jpg,865,445,942,566
0004.jpg,561,73,593,151
0028.jpg,854,437,943,560
0000.jpg,864,447,942,566
0014.jpg,862,438,943,562
0015.jpg,860,438,942,561
0001.jpg,865,446,942,566
0029.jpg,851,437,945,562
0017.jpg,858,439,942,563
0003.jpg,865,445,942,566
0003.jpg,561,72,592,151
0002.jpg,864,446,942,566
0002.jpg,562,82,594,151
0016.jpg,858,438,942,562
0033.jpg,851,441,944,563
0027.jpg,856,437,942,560
0026.jpg,857,437,941,561
0032.jpg,851,439,944,563
0024.jpg,857,439,942,563
0024.jpg,556,55,580,151
0030.jpg,851,439,945,562
0018.jpg,857,440,942,564
0019.jpg,857,442,942,564
0031.jpg,851,440,944,563
0025.jpg,858,438,941,561
0009.jpg,865,444,942,566
0009.jpg,558,68,581,151
0021.jpg,857,443,942,564
0035.jpg,850,439,943,562
0034.jpg,851,440,943,563
0020.jpg,857,443,942,564
0008.jpg,865,443,942,566
0008.jpg,558,68,582,151
0036.jpg,851,439,944,561
0022.jpg,857,442,942,564
0023.jpg,857,441,943,565
0023.jpg,556,77,579,150
0037.jpg,851,436,938,561
0050.jpg,827,415,911,555
0044.jpg,831,431,921,559
0078.jpg,666,390,750,517
0078.jpg,631,81,673,136
0086.jpg,622,378,692,493
0079.jpg,665,389,736,514
0079.jpg,633,81,679,135
0045.jpg,830,432,916,559
0051.jpg,823,413,909,550
0047.jpg,828,429,914,559
0053.jpg,817,413,903,543
0084.jpg,645,378,701,497
0085.jpg,635,378,698,495
0052.jpg,821,412,905,546
0046.jpg,830,432,916,560
0042.jpg,839,431,938,560
0056.jpg,812,415,893,543
0081.jpg,666,383,714,511
0080.jpg,667,385,724,512
0080.jpg,638,83,687,134
0057.jpg,811,413,893,543
0043.jpg,836,430,928,560
0069.jpg,749,398,813,532
0069.jpg,582,88,625,143
0055.jpg,814,415,894,541
0041.jpg,847,433,936,559
0082.jpg,663,381,709,507
0083.jpg,657,379,705,501
0040.jpg,849,429,939,559
0054.jpg,813,415,900,539
0068.jpg,757,399,820,535
0068.jpg,577,88,621,142
