image_name,x1,y1,x2,y2
0071.jpg,604,492,661,630
0065.jpg,638,474,707,606
0059.jpg,700,459,791,602
0105.jpg,578,471,648,612
0111.jpg,612,479,679,615
0139.jpg,598,486,679,633
0138.jpg,600,486,681,639
0110.jpg,612,476,667,614
0104.jpg,569,472,648,612
0058.jpg,699,458,795,599
0064.jpg,653,470,716,601
0070.jpg,603,488,667,629
0066.jpg,624,479,697,613
0072.jpg,603,491,656,630
0099.jpg,564,467,639,613
0112.jpg,611,481,687,615
0106.jpg,589,470,649,612
0107.jpg,601,471,649,610
0113.jpg,611,482,691,616
0098.jpg,565,465,630,612
0073.jpg,599,492,651,630
0067.jpg,618,481,688,619
0063.jpg,669,468,723,601
0077.jpg,583,487,634,630
0088.jpg,578,467,629,615
0249.jpg,723,337,793,455
0117.jpg,626,482,692,617
0103.jpg,565,472,647,614
0102.jpg,566,473,647,614
0116.jpg,618,481,693,618
0248.jpg,722,337,793,449
0089.jpg,573,466,627,617
0076.jpg,582,488,637,630
0062.jpg,681,467,728,601
0048.jpg,777,440,864,567
0074.jpg,593,493,646,630
0060.jpg,699,464,778,601
0128.jpg,650,500,735,645
0100.jpg,565,470,647,614
0114.jpg,612,482,692,617
0115.jpg,613,482,694,618
0101.jpg,564,471,647,614
0129.jpg,646,500,731,646
0061.jpg,691,465,757,601
0075.jpg,583,491,641,629
0049.jpg,779,439,855,566
0012.jpg,861,452,961,575
0006.jpg,867,447,967,576
0210.jpg,618,347,702,450
0204.jpg,611,338,676,439
0238.jpg,720,328,798,445
0238.jpg,597,185,656,260
0166.jpg,577,419,643,547
0172.jpg,591,396,635,518
0199.jpg,603,338,655,435
0198.jpg,603,339,655,435
0173.jpg,591,393,634,513
0167.jpg,578,419,642,546
0239.jpg,721,335,799,444
0239.jpg,602,184,671,260
0205.jpg,618,338,682,436
0211.jpg,618,346,702,450
0007.jpg,865,449,963,575
0013.jpg,861,453,960,574
0005.jpg,870,445,966,575
0011.jpg,863,453,963,575
0039.jpg,860,436,934,557
0207.jpg,616,343,699,447
0213.jpg,618,341,703,448
0171.jpg,590,400,635,535
0165.jpg,576,421,643,546
0159.jpg,569,434,637,562
0158.jpg,568,439,638,565
0164.jpg,573,422,641,548
0170.jpg,588,404,632,543
0212.jpg,618,342,703,450
0206.jpg,615,341,691,445
0038.jpg,867,436,944,555
0010.jpg,864,449,962,576
0004.jpg,875,445,964,575
0028.jpg,866,430,959,567
0000.jpg,879,450,966,579
0014.jpg,861,453,959,573
0202.jpg,604,336,668,438
0216.jpg,639,340,703,448
0148.jpg,577,477,670,611
0174.jpg,591,388,633,513
0160.jpg,568,433,638,561
0161.jpg,567,429,640,562
0175.jpg,590,386,633,512
0149.jpg,571,468,668,611
0217.jpg,648,339,706,446
0203.jpg,609,336,670,437
0015.jpg,861,452,962,574
0001.jpg,879,448,964,579
0029.jpg,865,431,956,566
0017.jpg,861,451,959,573
0003.jpg,877,445,964,576
0229.jpg,695,322,742,440
0215.jpg,629,338,702,448
0201.jpg,603,337,666,437
0163.jpg,567,426,640,554
0177.jpg,587,377,632,508
0188.jpg,598,346,638,453
0189.jpg,599,344,637,451
0176.jpg,588,382,632,511
0162.jpg,567,425,640,557
0200.jpg,603,338,664,438
0214.jpg,620,339,703,448
0228.jpg,686,324,737,442
0228.jpg,520,181,577,253
0002.jpg,878,446,966,578
0016.jpg,860,451,960,573
0033.jpg,868,438,952,563
0027.jpg,866,428,953,565
0231.jpg,711,320,750,440
0225.jpg,667,332,735,446
0219.jpg,657,340,721,448
0147.jpg,580,475,671,612
0153.jpg,566,460,652,595
0184.jpg,594,356,633,469
0190.jpg,600,344,639,448
0191.jpg,601,342,640,445
0185.jpg,595,354,634,465
0152.jpg,565,462,655,597
0146.jpg,585,477,671,611
0218.jpg,653,339,713,447
0224.jpg,665,336,734,447
0230.jpg,704,320,747,441
0026.jpg,867,425,951,567
0032.jpg,866,436,953,568
0024.jpg,863,426,952,571
0030.jpg,863,433,956,571
0018.jpg,862,450,958,573
0226.jpg,670,328,735,444
0232.jpg,717,319,754,439
0150.jpg,568,467,661,608
0144.jpg,593,479,672,611
0178.jpg,587,372,631,507
0193.jpg,602,342,644,441
0187.jpg,598,347,637,455
0186.jpg,597,350,636,462
0192.jpg,601,342,642,443
0179.jpg,586,370,630,482
0145.jpg,589,478,671,611
0151.jpg,566,465,658,603
0233.jpg,723,319,768,438
0227.jpg,677,327,734,442
0019.jpg,863,446,959,573
0031.jpg,863,436,954,570
0025.jpg,866,430,951,569
0009.jpg,864,452,963,576
0021.jpg,863,440,959,574
0035.jpg,870,443,953,558
0223.jpg,664,339,733,448
0237.jpg,723,325,791,443
0237.jpg,581,183,644,259
0169.jpg,586,410,638,545
0155.jpg,566,452,648,587
0141.jpg,597,482,678,611
0196.jpg,603,340,647,436
0182.jpg,590,363,631,473
0183.jpg,592,360,631,471
0197.jpg,603,340,650,437
0140.jpg,596,482,679,621
0154.jpg,567,457,648,585
0168.jpg,582,415,641,546
0236.jpg,723,324,782,443
0236.jpg,569,182,631,256
0222.jpg,665,340,728,449
0034.jpg,871,441,952,559
0020.jpg,863,444,958,574
0008.jpg,864,452,962,576
0036.jpg,868,440,952,556
0022.jpg,861,436,957,573
0208.jpg,617,347,700,449
0234.jpg,725,320,773,439
0220.jpg,663,340,726,448
0142.jpg,595,484,676,611
0156.jpg,568,449,643,583
0181.jpg,588,366,630,477
0195.jpg,602,340,645,437
0194.jpg,602,341,644,439
0180.jpg,586,368,630,479
0157.jpg,569,443,638,580
0143.jpg,594,484,674,611
0221.jpg,665,338,727,448
0235.jpg,726,320,778,439
0209.jpg,619,347,702,450
0023.jpg,861,431,956,572
0037.jpg,868,438,947,554
0050.jpg,777,439,842,568
0044.jpg,830,437,869,558
0078.jpg,584,484,631,631
0093.jpg,570,465,624,617
0087.jpg,580,467,637,618
0252.jpg,726,338,790,456
0246.jpg,723,333,794,446
0124.jpg,642,501,733,635
0130.jpg,642,502,721,647
0118.jpg,633,484,696,619
0119.jpg,637,484,704,622
0131.jpg,640,505,714,648
0125.jpg,647,501,734,638
0247.jpg,721,335,794,447
0253.jpg,724,336,786,456
0253.jpg,679,196,730,257
0086.jpg,581,467,637,621
0092.jpg,568,465,625,615
0079.jpg,584,480,630,630
0045.jpg,817,440,865,560
0051.jpg,775,442,828,568
0047.jpg,787,441,865,562
0053.jpg,760,445,805,571
0084.jpg,583,467,628,625
0090.jpg,570,466,625,614
0245.jpg,722,330,793,445
0251.jpg,728,337,793,456
0133.jpg,630,505,695,648
0127.jpg,652,500,736,645
0126.jpg,652,500,736,643
0132.jpg,635,505,704,648
0250.jpg,726,337,793,456
0244.jpg,724,329,796,444
0091.jpg,568,465,625,614
0085.jpg,582,467,635,623
0052.jpg,768,442,814,570
0046.jpg,798,441,865,561
0042.jpg,842,434,887,558
0056.jpg,721,454,796,588
0081.jpg,581,472,627,630
0095.jpg,568,464,624,615
0240.jpg,721,334,799,446
0254.jpg,721,335,781,456
0136.jpg,607,500,683,645
0122.jpg,639,495,732,633
0123.jpg,640,499,733,633
0137.jpg,603,494,682,644
0255.jpg,719,334,773,456
0241.jpg,723,335,798,445
0094.jpg,569,465,623,617
0080.jpg,579,476,629,630
0057.jpg,712,456,797,592
0043.jpg,836,434,875,558
0069.jpg,605,486,673,629
0055.jpg,732,452,797,585
0041.jpg,849,435,904,557
0096.jpg,566,463,622,614
0082.jpg,581,469,625,627
0257.jpg,715,330,754,456
0257.jpg,700,192,743,265
0243.jpg,723,329,798,445
0109.jpg,611,474,658,612
0121.jpg,640,492,728,630
0135.jpg,611,501,686,647
0134.jpg,620,504,688,648
0120.jpg,640,487,717,626
0108.jpg,608,472,653,609
0242.jpg,722,331,798,445
0242.jpg,604,197,670,256
0256.jpg,717,333,763,456
0083.jpg,583,468,623,625
0097.jpg,566,464,624,612
0040.jpg,854,434,921,556
0054.jpg,747,450,799,577
0068.jpg,612,484,679,621
