image_name,x1,y1,x2,y2
0048.jpg,698,469,744,569
0012.jpg,453,476,578,555
0012.jpg,661,109,696,175
0006.jpg,403,472,539,584
0006.jpg,660,109,694,175
0007.jpg,420,472,554,583
0007.jpg,659,109,695,176
0013.jpg,475,481,588,558
0013.jpg,661,109,697,175
0005.jpg,389,473,527,575
0005.jpg,657,107,688,175
0011.jpg,447,474,568,558
0011.jpg,659,109,697,176
0039.jpg,674,469,735,581
0038.jpg,670,470,732,583
0010.jpg,428,472,561,559
0010.jpg,659,109,697,176
0004.jpg,377,479,511,584
0004.jpg,654,107,688,172
0028.jpg,601,493,698,582
0028.jpg,661,96,695,168
0000.jpg,352,483,455,587
0014.jpg,488,483,601,570
0014.jpg,661,109,699,174
0015.jpg,504,487,603,569
0015.jpg,663,109,702,172
0001.jpg,353,482,470,585
0029.jpg,614,491,703,584
0029.jpg,659,95,691,167
0017.jpg,550,490,608,570
0003.jpg,368,481,497,584
0002.jpg,366,481,482,585
0016.jpg,525,488,602,570
0033.jpg,642,484,717,583
0027.jpg,593,490,694,582
0027.jpg,662,97,698,169
0026.jpg,591,489,690,582
0026.jpg,663,100,700,169
0032.jpg,642,486,715,583
0024.jpg,578,490,673,567
0024.jpg,664,102,702,170
0030.jpg,631,489,708,582
0018.jpg,545,491,620,570
0019.jpg,545,491,629,568
0031.jpg,641,489,711,583
0025.jpg,581,491,679,571
0025.jpg,663,101,702,169
0009.jpg,434,470,557,559
0009.jpg,658,110,698,176
0021.jpg,565,491,647,567
0021.jpg,665,107,703,170
0035.jpg,660,477,721,582
0034.jpg,645,480,719,583
0020.jpg,561,491,640,569
0020.jpg,665,109,703,170
0008.jpg,424,471,554,572
0008.jpg,658,110,699,176
0036.jpg,663,474,724,581
0022.jpg,569,491,656,564
0022.jpg,665,106,703,170
0023.jpg,573,491,664,565
0023.jpg,664,105,702,170
0037.jpg,667,472,726,581
0044.jpg,690,470,741,578
0045.jpg,692,470,741,572
0047.jpg,697,469,743,570
0046.jpg,695,469,744,572
0042.jpg,684,469,741,580
0043.jpg,687,469,740,577
0041.jpg,681,469,742,580
0040.jpg,678,469,739,582
