image_name,x1,y1,x2,y2
0071.jpg,449,505,537,633
0071.jpg,788,113,835,175
0065.jpg,413,508,480,630
0059.jpg,396,504,453,627
0059.jpg,396,504,486,627
0105.jpg,561,522,632,661
0111.jpg,530,535,615,667
0111.jpg,690,152,722,234
0139.jpg,778,527,847,672
0138.jpg,769,546,833,671
0110.jpg,535,529,616,664
0110.jpg,691,152,722,234
0104.jpg,561,524,638,662
0058.jpg,396,505,452,628
0058.jpg,396,506,482,628
0064.jpg,411,507,472,630
0070.jpg,432,505,534,632
0070.jpg,432,505,496,631
0066.jpg,414,508,515,630
0072.jpg,465,504,540,632
0099.jpg,562,529,639,659
0099.jpg,707,156,742,230
0112.jpg,528,541,614,669
0112.jpg,689,151,721,235
0106.jpg,560,521,628,659
0107.jpg,555,521,622,659
0113.jpg,526,547,614,670
0113.jpg,690,151,718,233
0098.jpg,563,525,639,659
0098.jpg,708,154,746,227
0073.jpg,472,502,540,627
0067.jpg,414,508,491,630
0067.jpg,414,508,532,630
0063.jpg,412,506,464,630
0077.jpg,492,509,549,641
0077.jpg,706,164,756,241
0088.jpg,545,510,602,643
0088.jpg,718,157,796,231
0117.jpg,532,546,623,667
0117.jpg,683,153,716,232
0103.jpg,560,528,638,662
0103.jpg,699,155,737,234
0102.jpg,561,532,639,664
0102.jpg,701,155,738,233
0116.jpg,527,547,617,668
0116.jpg,685,152,716,233
0089.jpg,546,511,611,644
0089.jpg,717,156,795,230
0076.jpg,487,507,545,638
0076.jpg,705,164,756,244
0062.jpg,412,503,461,629
0062.jpg,412,503,500,629
0048.jpg,392,524,479,628
0048.jpg,803,166,834,246
0074.jpg,477,502,543,631
0074.jpg,708,166,757,248
0060.jpg,400,501,456,627
0060.jpg,399,501,489,627
0128.jpg,671,547,756,663
0100.jpg,561,532,639,663
0100.jpg,707,155,742,229
0114.jpg,526,550,611,670
0114.jpg,689,153,718,233
0115.jpg,526,549,611,669
0115.jpg,687,152,717,233
0101.jpg,560,533,639,663
0101.jpg,705,154,740,231
0129.jpg,673,521,743,664
0061.jpg,406,501,458,627
0061.jpg,408,501,482,628
0075.jpg,482,505,545,636
0075.jpg,706,165,757,247
0049.jpg,389,525,472,628
0049.jpg,792,168,834,245
0012.jpg,548,488,592,591
0006.jpg,547,444,595,594
0210.jpg,581,478,633,610
0210.jpg,611,163,648,250
0204.jpg,581,487,638,619
0166.jpg,739,544,831,672
0166.jpg,628,154,674,242
0172.jpg,716,529,784,664
0199.jpg,591,490,648,622
0199.jpg,622,161,658,246
0198.jpg,593,492,650,624
0198.jpg,622,161,658,246
0173.jpg,711,527,768,664
0167.jpg,734,543,832,670
0167.jpg,629,158,674,244
0205.jpg,581,484,636,616
0211.jpg,581,479,633,610
0211.jpg,609,163,646,251
0007.jpg,550,469,595,595
0013.jpg,548,488,591,591
0005.jpg,544,452,587,594
0011.jpg,548,484,595,590
0039.jpg,465,500,517,619
0039.jpg,822,164,869,245
0207.jpg,583,480,634,614
0207.jpg,790,117,828,175
0213.jpg,583,479,632,610
0213.jpg,609,161,637,251
0171.jpg,723,533,802,664
0171.jpg,631,176,673,250
0165.jpg,750,543,831,672
0165.jpg,627,157,674,240
0159.jpg,794,536,852,674
0159.jpg,624,158,670,236
0158.jpg,796,539,863,675
0164.jpg,764,540,831,671
0164.jpg,627,156,674,239
0170.jpg,726,537,817,665
0170.jpg,632,174,672,249
0212.jpg,583,479,632,610
0212.jpg,609,161,641,251
0206.jpg,583,482,635,614
0038.jpg,469,500,541,619
0038.jpg,824,166,869,244
0010.jpg,549,481,598,590
0004.jpg,541,450,585,595
0028.jpg,522,480,572,602
0028.jpg,802,155,847,237
0000.jpg,525,488,582,610
0014.jpg,544,488,590,591
0202.jpg,583,489,642,622
0202.jpg,616,163,654,246
0216.jpg,590,478,630,608
0216.jpg,604,158,632,251
0148.jpg,817,553,898,676
0174.jpg,698,525,756,662
0160.jpg,794,535,843,674
0160.jpg,624,159,671,236
0161.jpg,789,534,839,672
0161.jpg,625,159,672,237
0175.jpg,696,524,747,661
0175.jpg,631,176,668,250
0149.jpg,813,554,898,676
0217.jpg,591,477,629,608
0217.jpg,603,159,630,252
0203.jpg,582,489,640,619
0203.jpg,615,163,653,247
0015.jpg,541,486,590,591
0015.jpg,765,165,825,234
0001.jpg,521,481,580,609
0029.jpg,520,481,568,603
0029.jpg,805,153,848,238
0017.jpg,545,481,589,589
0017.jpg,764,164,829,235
0003.jpg,548,472,582,597
0229.jpg,592,474,648,605
0215.jpg,588,478,630,609
0215.jpg,606,158,632,250
0201.jpg,586,489,644,621
0163.jpg,774,538,831,670
0163.jpg,625,162,674,237
0177.jpg,677,529,729,667
0188.jpg,625,518,672,654
0188.jpg,629,163,661,250
0189.jpg,623,516,670,652
0189.jpg,629,163,661,250
0176.jpg,687,526,740,665
0176.jpg,630,175,669,250
0162.jpg,785,535,835,671
0162.jpg,625,159,673,236
0200.jpg,588,489,646,621
0200.jpg,620,161,657,246
0214.jpg,586,478,631,610
0214.jpg,607,158,635,252
0228.jpg,592,475,648,605
0002.jpg,534,477,581,603
0016.jpg,543,484,589,590
0033.jpg,485,493,558,622
0033.jpg,821,157,863,244
0027.jpg,527,482,580,602
0231.jpg,594,476,648,605
0225.jpg,591,476,647,605
0225.jpg,583,162,625,253
0219.jpg,590,475,630,607
0219.jpg,595,162,628,252
0147.jpg,817,553,898,676
0153.jpg,810,552,898,677
0184.jpg,623,534,687,664
0190.jpg,619,514,667,648
0190.jpg,629,161,661,249
0191.jpg,617,513,659,644
0191.jpg,629,162,661,249
0185.jpg,624,530,681,661
0185.jpg,623,166,662,250
0152.jpg,811,553,898,677
0146.jpg,812,552,898,676
0218.jpg,590,474,629,607
0218.jpg,598,160,629,252
0224.jpg,591,476,647,606
0224.jpg,584,163,625,253
0230.jpg,593,474,648,605
0026.jpg,528,483,586,603
0026.jpg,792,159,849,239
0032.jpg,495,489,559,616
0032.jpg,817,155,857,241
0024.jpg,528,488,592,600
0024.jpg,785,159,843,238
0030.jpg,514,482,564,605
0030.jpg,809,152,852,239
0018.jpg,545,481,588,589
0018.jpg,764,164,833,236
0226.jpg,591,476,649,605
0232.jpg,598,477,649,605
0150.jpg,813,554,898,677
0144.jpg,808,552,894,677
0178.jpg,665,533,720,675
0193.jpg,612,507,663,635
0193.jpg,630,162,661,249
0187.jpg,626,521,675,659
0187.jpg,629,163,661,250
0186.jpg,626,525,677,660
0186.jpg,624,165,661,250
0192.jpg,615,510,665,639
0192.jpg,629,161,661,249
0179.jpg,647,537,711,675
0145.jpg,813,552,896,677
0151.jpg,810,554,898,677
0233.jpg,601,477,649,604
0227.jpg,592,477,648,606
0019.jpg,545,480,588,592
0019.jpg,768,164,833,237
0031.jpg,505,486,561,610
0031.jpg,814,153,852,240
0025.jpg,530,484,590,602
0009.jpg,551,477,599,589
0021.jpg,542,484,592,595
0021.jpg,775,160,842,238
0035.jpg,471,500,554,624
0035.jpg,819,162,870,244
0223.jpg,591,475,645,606
0223.jpg,584,163,625,252
0237.jpg,625,476,656,603
0237.jpg,556,161,597,252
0169.jpg,730,539,828,667
0169.jpg,631,172,673,249
0155.jpg,807,548,896,675
0141.jpg,793,540,877,675
0196.jpg,600,497,655,628
0196.jpg,623,162,659,246
0182.jpg,624,537,706,670
0183.jpg,623,538,695,664
0197.jpg,597,494,652,625
0197.jpg,622,162,658,246
0140.jpg,786,548,863,674
0154.jpg,811,550,898,676
0168.jpg,730,541,831,668
0168.jpg,631,166,674,246
0236.jpg,619,476,653,604
0236.jpg,559,161,597,252
0222.jpg,591,475,644,606
0222.jpg,587,165,626,252
0034.jpg,477,498,554,624
0034.jpg,820,160,867,244
0020.jpg,545,481,589,595
0020.jpg,772,163,835,237
0008.jpg,550,473,596,593
0036.jpg,470,501,553,623
0036.jpg,820,164,870,244
0022.jpg,534,486,592,597
0022.jpg,779,163,839,237
0208.jpg,585,478,633,612
0208.jpg,790,117,829,175
0234.jpg,606,476,650,604
0220.jpg,591,474,634,607
0220.jpg,591,164,627,252
0142.jpg,799,544,886,675
0156.jpg,808,546,888,675
0181.jpg,627,538,704,674
0195.jpg,607,500,657,629
0194.jpg,609,504,661,633
0180.jpg,636,538,705,674
0157.jpg,800,542,878,675
0143.jpg,805,551,892,676
0221.jpg,591,475,640,607
0221.jpg,589,165,626,252
0235.jpg,612,475,651,604
0235.jpg,562,160,598,252
0209.jpg,582,478,633,611
0209.jpg,612,164,651,250
0023.jpg,530,488,591,597
0023.jpg,783,161,842,238
0037.jpg,470,501,554,622
0037.jpg,821,165,870,243
0050.jpg,388,524,469,629
0050.jpg,783,169,833,245
0044.jpg,404,513,496,626
0044.jpg,815,161,854,244
0078.jpg,499,511,560,641
0078.jpg,707,163,757,239
0093.jpg,553,516,635,648
0093.jpg,714,155,760,229
0087.jpg,542,509,599,643
0087.jpg,718,159,796,232
0124.jpg,591,544,700,666
0124.jpg,673,153,704,236
0130.jpg,676,543,759,663
0118.jpg,541,545,629,668
0118.jpg,679,152,715,233
0119.jpg,554,546,650,669
0119.jpg,678,154,716,234
0131.jpg,677,550,786,661
0125.jpg,601,522,714,665
0125.jpg,672,153,701,235
0086.jpg,541,511,598,643
0086.jpg,717,159,796,233
0092.jpg,555,517,631,648
0092.jpg,714,156,761,230
0079.jpg,505,513,575,640
0079.jpg,709,162,758,237
0045.jpg,398,516,492,628
0045.jpg,813,160,844,245
0051.jpg,394,523,461,629
0051.jpg,773,169,833,245
0047.jpg,394,521,485,628
0053.jpg,396,520,454,629
0053.jpg,770,165,829,246
0084.jpg,518,515,598,643
0084.jpg,716,159,796,235
0090.jpg,550,512,618,646
0090.jpg,717,158,761,230
0133.jpg,689,550,811,665
0127.jpg,646,544,743,665
0127.jpg,646,543,714,665
0126.jpg,619,545,731,665
0126.jpg,670,155,697,237
0132.jpg,680,549,805,661
0091.jpg,550,515,623,648
0091.jpg,715,157,760,230
0085.jpg,530,514,597,642
0085.jpg,717,159,796,235
0052.jpg,396,521,457,629
0052.jpg,771,168,832,246
0046.jpg,395,521,489,628
0042.jpg,425,505,495,625
0042.jpg,809,161,870,246
0056.jpg,398,512,456,628
0081.jpg,507,514,593,641
0081.jpg,712,163,756,237
0095.jpg,562,517,635,650
0095.jpg,711,156,756,230
0136.jpg,744,549,821,670
0122.jpg,581,546,684,670
0123.jpg,584,546,689,669
0137.jpg,759,549,826,671
