image_name,kpt_1_x,kpt_1_y,kpt_2_x,kpt_2_y,kpt_3_x,kpt_3_y,kpt_4_x,kpt_4_y,kpt_5_x,kpt_5_y,kpt_6_x,kpt_6_y,kpt_7_x,kpt_7_y,kpt_8_x,kpt_8_y,kpt_9_x,kpt_9_y,kpt_10_x,kpt_10_y,kpt_11_x,kpt_11_y,kpt_12_x,kpt_12_y,kpt_13_x,kpt_13_y,kpt_14_x,kpt_14_y,kpt_15_x,kpt_15_y,kpt_16_x,kpt_16_y,kpt_17_x,kpt_17_y
0012.jpg,404,351,403,349,400,351,0,0,398,360,419,358,401,383,422,334,392,409,412,306,393,409,448,415,428,426,476,452,418,467,459,484,380,503,0,0,0,0,0,0,1122,107,0,0,1119,116,1134,116,1114,126,1136,127,1114,133,0,0,1122,139,1131,139,1121,157,1128,157,1125,175,1130,174
0006.jpg,386,344,385,342,380,345,0,0,376,357,400,357,375,382,410,331,362,405,412,305,372,418,429,415,409,427,449,450,414,467,434,481,387,501,0,0,0,0,0,0,1122,107,0,0,1119,116,1134,116,1115,126,1137,127,1114,133,0,0,1122,139,1131,139,1121,157,1128,157,1125,175,1130,175
0007.jpg,385,346,385,344,380,347,0,0,376,359,400,358,376,384,410,332,365,408,411,306,376,420,433,414,413,427,453,450,416,467,438,481,389,499,0,0,0,0,0,0,1121,108,0,0,1119,116,1134,116,1114,127,1137,127,1114,134,0,0,1122,139,1131,139,1121,157,1128,157,1125,175,1130,174
0013.jpg,410,347,0,0,406,347,0,0,403,356,421,354,406,378,426,325,401,398,421,299,394,402,454,413,436,423,479,452,426,465,466,480,390,496,0,0,0,0,0,0,1122,107,0,0,1119,116,1134,116,1114,126,1136,127,1113,133,0,0,1122,139,1131,139,1121,157,1128,157,1124,174,1130,174
0005.jpg,381,342,381,339,376,343,0,0,372,355,400,355,372,380,412,331,359,402,414,306,366,413,426,414,404,426,446,452,411,466,436,485,387,500,0,0,0,0,0,0,1122,107,0,0,1119,116,1134,116,1115,126,1137,127,1114,132,0,0,1122,139,1131,139,1121,157,1128,157,1125,175,1130,175
0011.jpg,398,352,397,349,393,352,0,0,391,361,414,357,395,384,417,332,385,408,408,306,385,413,442,413,422,425,470,451,417,468,457,483,382,506,0,0,0,0,0,0,1122,107,0,0,1119,116,1134,116,1114,127,1137,127,1114,134,0,0,1122,139,1131,139,1121,157,1128,157,1124,174,1130,174
0039.jpg,0,0,0,0,0,0,511,286,0,0,508,308,536,303,499,335,546,327,503,336,541,329,518,356,537,353,516,394,537,388,520,434,540,427,0,0,0,0,0,0,1122,107,0,0,1119,116,1134,116,1114,126,1137,126,1113,131,0,0,1121,139,1131,139,1120,156,1127,157,1123,174,1130,174
0038.jpg,0,0,0,0,0,0,509,285,0,0,505,306,533,303,496,333,543,327,499,338,536,332,515,355,535,353,516,396,536,389,521,436,538,427,0,0,0,0,0,0,1122,107,0,0,1119,116,1134,116,1114,126,1137,126,1113,131,0,0,1121,139,1131,139,1120,156,1128,157,1123,174,1130,174
0010.jpg,396,350,395,349,390,351,0,0,385,363,406,360,385,387,412,333,376,411,411,306,386,418,439,413,420,427,467,450,419,470,451,478,386,502,0,0,0,0,0,0,1122,107,0,0,1119,116,1134,116,1115,126,1137,127,1114,133,0,0,1122,139,1131,139,1121,157,1128,157,1125,175,1130,174
0004.jpg,380,340,380,337,374,340,0,0,370,351,398,353,369,376,413,333,357,399,419,308,361,408,421,412,400,422,439,451,408,463,432,486,388,498,0,0,0,0,0,0,1122,107,0,0,1119,116,1134,116,1115,126,1137,127,1114,133,0,0,1122,139,1131,139,1121,157,1128,157,1125,175,1130,175
0028.jpg,0,0,0,0,0,0,472,313,0,0,469,335,503,326,463,363,521,345,471,378,524,370,494,378,514,374,507,421,517,411,519,449,524,441,0,0,0,0,0,0,1121,108,0,0,1118,116,1133,116,1113,126,1137,127,1112,131,0,0,1121,139,1131,139,1120,156,1128,156,1124,174,1130,173
0000.jpg,376,338,377,334,371,337,381,338,367,346,395,355,367,371,419,345,352,393,437,325,354,410,407,413,386,421,431,451,398,462,433,486,385,502,0,0,0,0,0,0,1121,108,0,0,1119,116,1134,116,1114,127,1136,127,1113,134,0,0,1122,139,1131,139,1121,157,1128,157,1124,175,1130,175
0014.jpg,414,343,414,342,409,344,0,0,407,357,432,355,413,380,434,325,408,397,431,295,401,397,462,413,443,422,484,452,436,462,470,482,401,494,0,0,0,0,0,0,1122,107,0,0,1119,116,1134,116,1114,126,1136,127,1113,132,0,0,1122,139,1131,139,1121,156,1127,157,1124,174,1130,174
0015.jpg,421,339,420,336,416,339,0,0,413,350,436,346,417,378,446,317,407,403,447,295,403,389,463,405,447,417,481,445,442,459,461,480,409,496,0,0,0,0,0,0,1122,107,0,0,1119,116,1134,116,1114,126,1136,127,1114,132,0,0,1122,139,1131,139,1121,156,1128,157,1124,174,1130,174
0001.jpg,377,338,378,335,372,338,382,339,368,347,397,353,367,372,420,339,354,395,434,318,356,411,413,411,391,420,433,450,398,462,430,486,385,502,0,0,0,0,0,0,1121,108,0,0,1119,116,1134,116,1114,127,1137,127,1114,134,0,0,1122,139,1131,139,1121,157,1128,157,1125,175,1130,175
0029.jpg,0,0,0,0,0,0,478,309,0,0,476,330,504,324,467,357,518,346,470,371,519,364,496,371,514,369,504,413,516,406,516,445,522,437,0,0,0,0,0,0,1121,108,0,0,1118,116,1133,116,1113,125,1137,127,1112,130,0,0,1121,139,1131,138,1120,156,1128,156,1123,174,1130,173
0017.jpg,427,324,427,321,422,325,427,325,419,335,447,332,425,362,461,309,417,386,471,290,409,367,478,387,462,399,481,435,463,445,462,477,444,483,0,0,0,0,0,0,1122,108,0,0,1119,116,1134,116,1114,126,1136,127,1113,132,0,0,1121,139,1131,139,1120,156,1128,157,1124,174,1130,174
0003.jpg,377,341,377,337,372,340,381,341,368,349,397,353,367,374,414,334,355,399,423,310,362,411,417,412,395,422,438,450,404,461,432,486,387,498,0,0,0,0,0,0,1121,108,0,0,1119,116,1134,116,1115,127,1137,127,1114,135,0,0,1122,139,1131,139,1121,157,1128,157,1125,175,1130,174
0002.jpg,380,339,380,336,375,338,0,0,370,347,396,353,366,372,416,335,354,396,428,312,359,410,415,413,393,422,437,449,402,460,428,486,383,499,0,0,0,0,0,0,1121,108,0,0,1119,116,1134,116,1115,127,1137,127,1114,135,0,0,1122,139,1131,139,1121,157,1128,158,1125,175,1130,175
0016.jpg,425,332,0,0,421,332,0,0,419,343,440,339,422,370,450,312,413,397,458,286,407,377,471,396,456,408,480,441,455,453,461,477,431,490,0,0,0,0,0,0,1122,108,0,0,1119,116,1133,116,1114,126,1136,127,1113,132,0,0,1121,139,1131,139,1120,156,1128,157,1123,174,1130,174
0033.jpg,0,0,0,0,0,0,496,293,0,0,489,314,517,312,476,340,525,338,479,356,518,358,502,362,522,360,504,404,529,392,517,439,547,419,0,0,0,0,0,0,1121,108,0,0,1118,116,1133,116,1114,126,1137,127,1113,133,0,0,1121,139,1131,139,1120,156,1128,156,1124,173,1130,173
0027.jpg,0,0,0,0,0,0,0,0,480,310,464,338,496,324,465,365,521,338,471,369,529,365,493,378,512,373,507,421,520,416,516,450,524,451,0,0,0,0,0,0,1122,108,0,0,1119,116,1134,116,1114,126,1137,126,1113,131,0,0,1121,139,1131,139,1120,156,1128,157,1124,174,1130,174
0026.jpg,0,0,0,0,0,0,0,0,472,308,461,337,487,318,465,366,514,322,475,369,531,340,491,374,507,367,504,417,517,407,511,444,516,437,0,0,0,0,0,0,1121,108,0,0,1118,116,1133,116,1114,126,1137,126,1113,132,0,0,1121,139,1131,139,1120,156,1128,157,1124,174,1130,174
0032.jpg,0,0,0,0,0,0,492,298,0,0,486,317,516,315,471,342,521,339,475,357,515,355,501,366,521,364,506,407,524,393,518,446,538,423,0,0,0,0,0,0,1121,108,0,0,1118,116,1133,116,1113,126,1137,127,1112,132,0,0,1121,138,1131,138,1120,156,1128,156,1123,173,1130,173
0024.jpg,465,301,0,0,462,300,0,0,458,306,464,322,468,315,489,319,495,298,514,301,516,289,487,367,487,367,502,404,502,405,511,447,506,452,0,0,0,0,0,0,1121,108,0,0,1119,116,1133,116,1113,126,1137,127,1113,132,0,0,1121,139,1131,139,1120,156,1127,157,1123,174,1130,174
0030.jpg,0,0,0,0,0,0,484,307,0,0,478,326,509,323,469,354,517,347,472,367,516,364,497,368,516,368,505,408,513,406,514,444,516,441,0,0,0,0,0,0,1121,108,0,0,1118,116,1134,116,1113,125,1137,127,1111,129,0,0,1121,138,1131,139,1120,156,1128,157,1124,174,1130,174
0018.jpg,431,319,430,317,426,321,433,320,424,330,449,326,433,350,468,315,430,370,480,307,413,356,475,380,465,390,474,429,465,437,459,474,454,478,0,0,0,0,0,0,1122,108,0,0,1119,116,1134,116,1113,126,1136,127,1113,131,0,0,1121,139,1131,139,1120,157,1128,157,1124,175,1130,174
0019.jpg,433,313,434,310,430,313,442,314,0,0,453,326,445,334,450,333,439,345,436,334,417,340,479,374,473,377,472,421,470,425,472,466,470,468,0,0,0,0,0,0,1122,108,0,0,1119,116,1134,116,1113,126,1137,127,1113,132,0,0,1121,139,1131,139,1120,157,1128,157,1123,174,1130,174
0031.jpg,0,0,0,0,0,0,487,301,0,0,484,322,514,319,467,346,520,344,471,360,513,362,501,369,520,366,506,410,522,393,519,447,539,420,0,0,0,0,0,0,1121,108,0,0,1118,116,1133,116,1113,126,1137,127,1112,131,0,0,1121,138,1131,138,1120,156,1128,156,1123,173,1130,173
0025.jpg,470,304,0,0,468,302,0,0,464,308,463,329,478,317,475,344,502,312,505,334,530,316,489,370,497,367,502,412,511,405,511,453,514,447,0,0,0,0,0,0,1121,108,0,0,1118,116,1133,116,1114,126,1137,126,1113,132,0,0,1121,139,1131,139,1120,156,1128,157,1124,174,1130,174
0009.jpg,392,350,0,0,387,351,0,0,384,362,405,359,383,385,412,333,373,408,411,307,381,420,436,413,416,425,461,451,415,469,446,480,384,503,0,0,0,0,0,0,1122,107,0,0,1119,116,1134,116,1114,126,1137,127,1114,133,0,0,1121,139,1131,139,1121,157,1128,157,1124,174,1130,174
0021.jpg,447,296,449,294,444,295,455,298,0,0,464,307,449,315,467,285,446,301,458,263,442,281,482,359,472,363,484,407,483,412,487,453,492,459,0,0,0,0,0,0,1121,108,0,0,1119,116,1134,116,1114,126,1136,127,1113,133,0,0,1121,139,1131,139,1120,156,1128,157,1124,174,1130,174
0035.jpg,0,0,0,0,0,0,500,286,0,0,495,306,523,304,485,334,532,331,484,350,525,348,507,356,527,356,509,397,533,391,524,435,553,423,0,0,0,0,0,0,1121,108,0,0,1118,116,1134,116,1113,127,1137,127,1113,133,0,0,1121,139,1131,139,1120,157,1128,157,1123,174,1130,174
0034.jpg,0,0,0,0,0,0,497,289,0,0,492,309,521,307,481,337,529,334,482,355,520,351,504,359,525,358,508,400,533,390,525,439,557,420,0,0,0,0,0,0,1121,108,0,0,1118,117,1133,116,1113,127,1137,127,1113,133,0,0,1121,139,1131,139,1120,156,1128,157,1123,174,1130,173
0020.jpg,443,308,444,304,437,306,449,308,433,312,460,325,446,329,475,330,445,324,478,330,431,306,482,369,473,372,478,414,478,419,477,461,481,467,0,0,0,0,0,0,1122,108,0,0,1119,116,1134,116,1113,126,1137,127,1113,132,0,0,1121,139,1131,139,1120,157,1128,157,1123,174,1130,174
0008.jpg,390,347,389,345,385,348,0,0,380,358,402,357,380,382,410,331,369,407,411,305,378,419,433,411,414,424,455,450,414,469,437,477,384,502,0,0,0,0,0,0,1121,107,0,0,1119,116,1134,116,1115,127,1137,127,1114,134,0,0,1122,139,1131,139,1121,157,1128,157,1125,175,1130,174
0036.jpg,0,0,0,0,0,0,503,285,0,0,499,306,528,303,490,334,536,331,487,349,529,347,510,356,529,355,511,399,534,391,522,441,548,425,0,0,0,0,0,0,1122,108,0,0,1119,116,1134,116,1114,126,1137,127,1113,133,0,0,1121,139,1131,139,1120,156,1128,157,1124,174,1130,173
0022.jpg,457,294,0,0,453,294,0,0,450,303,461,320,460,311,480,325,480,280,495,321,486,251,481,365,478,365,490,409,489,412,503,449,501,457,0,0,0,0,0,0,1121,108,0,0,1118,116,1133,116,1113,125,1136,127,1112,131,0,0,1121,139,1131,139,1120,156,1128,157,1123,174,1130,174
0023.jpg,463,297,0,0,458,296,0,0,454,304,462,325,465,314,481,340,491,289,497,338,507,270,483,367,482,368,492,403,496,408,507,446,506,453,0,0,0,0,0,0,1121,108,0,0,1118,116,1133,116,1113,126,1137,126,1113,132,0,0,1121,139,1131,139,1120,156,1127,157,1124,174,1130,174
0037.jpg,0,0,0,0,0,0,506,285,0,0,502,306,530,303,494,333,540,327,494,342,532,332,511,355,531,353,513,398,534,390,520,440,542,425,0,0,0,0,0,0,1122,107,0,0,1119,116,1134,116,1114,126,1137,126,1113,132,0,0,1121,139,1131,139,1120,157,1128,157,1124,174,1130,174
0042.jpg,0,0,0,0,0,0,0,0,534,278,513,300,543,298,509,326,553,322,513,334,548,326,521,349,541,348,522,385,540,386,522,421,541,423,0,0,0,0,0,0,1122,108,0,0,1119,116,1134,116,1114,126,1137,126,1113,131,0,0,1121,138,1131,138,1120,156,1127,156,1123,173,1129,173
0041.jpg,0,0,0,0,0,0,0,0,0,0,512,304,542,301,508,332,551,325,512,336,546,329,520,351,541,350,519,387,538,386,521,422,540,424,0,0,0,0,0,0,1122,108,0,0,1119,116,1133,116,1114,126,1137,126,1113,131,0,0,1121,139,1131,138,1120,156,1128,156,1123,174,1130,173
0040.jpg,0,0,0,0,0,0,514,285,0,0,511,307,539,302,504,334,549,326,509,335,544,328,520,354,540,351,516,391,538,387,520,430,540,426,0,0,0,0,0,0,1121,108,0,0,1119,116,1133,116,1114,126,1137,126,1113,132,0,0,1121,139,1131,138,1120,156,1128,156,1123,174,1130,173
