image_name,Player1_kpt_1_x,Player1_kpt_1_y,Player1_kpt_2_x,Player1_kpt_2_y,Player1_kpt_3_x,Player1_kpt_3_y,Player1_kpt_4_x,Player1_kpt_4_y,Player1_kpt_5_x,Player1_kpt_5_y,Player1_kpt_6_x,Player1_kpt_6_y,Player1_kpt_7_x,Player1_kpt_7_y,Player1_kpt_8_x,Player1_kpt_8_y,Player1_kpt_9_x,Player1_kpt_9_y,Player1_kpt_10_x,Player1_kpt_10_y,Player1_kpt_11_x,Player1_kpt_11_y,Player1_kpt_12_x,Player1_kpt_12_y,Player1_kpt_13_x,Player1_kpt_13_y,Player1_kpt_14_x,Player1_kpt_14_y,Player1_kpt_15_x,Player1_kpt_15_y,Player1_kpt_16_x,Player1_kpt_16_y,Player1_kpt_17_x,Player1_kpt_17_y,Player2_kpt_1_x,Player2_kpt_1_y,Player2_kpt_2_x,Player2_kpt_2_y,Player2_kpt_3_x,Player2_kpt_3_y,Player2_kpt_4_x,Player2_kpt_4_y,Player2_kpt_5_x,Player2_kpt_5_y,Player2_kpt_6_x,Player2_kpt_6_y,Player2_kpt_7_x,Player2_kpt_7_y,Player2_kpt_8_x,Player2_kpt_8_y,Player2_kpt_9_x,Player2_kpt_9_y,Player2_kpt_10_x,Player2_kpt_10_y,Player2_kpt_11_x,Player2_kpt_11_y,Player2_kpt_12_x,Player2_kpt_12_y,Player2_kpt_13_x,Player2_kpt_13_y,Player2_kpt_14_x,Player2_kpt_14_y,Player2_kpt_15_x,Player2_kpt_15_y,Player2_kpt_16_x,Player2_kpt_16_y,Player2_kpt_17_x,Player2_kpt_17_y
0012.jpg,0.0,0.0,0.0,0.0,0.0,0.0,937.8992919921875,472.96795654296875,0.0,0.0,930.5285034179688,492.4765625,962.75634765625,492.3753356933594,922.7172241210938,518.4224853515625,974.0484619140625,518.2687377929688,933.2844848632812,522.018310546875,978.2550659179688,529.9554443359375,938.4580688476562,541.1041870117188,964.7658081054688,541.6187133789062,910.98974609375,546.2131958007812,967.4409790039062,546.708251953125,916.8333129882812,581.3282470703125,996.9820556640625,581.212158203125,1058.406494140625,96.41191864013672,1059.9866943359375,95.23439025878906,1058.0296630859375,94.37124633789062,0.0,0.0,1056.3834228515625,93.63496398925781,1063.6400146484375,104.40754699707031,1049.6651611328125,97.80142211914062,1062.63818359375,114.20542907714844,1027.189453125,96.41377258300781,1055.7943115234375,115.3210678100586,1010.2119140625,93.02888488769531,1045.88671875,124.65638732910156,1038.021728515625,120.63653564453125,1034.8638916015625,133.95709228515625,1029.59228515625,130.5009002685547,1020.3314819335938,151.6300506591797,1018.0016479492188,148.3787078857422
0006.jpg,0.0,0.0,0.0,0.0,0.0,0.0,966.5953979492188,457.6466064453125,0.0,0.0,959.0919189453125,476.63037109375,990.409423828125,480.21173095703125,951.32568359375,499.3685302734375,997.482421875,508.3958740234375,955.397216796875,512.3601684570312,990.353759765625,515.077392578125,956.6246948242188,527.7634887695312,982.62841796875,529.3480224609375,937.823486328125,547.7623291015625,990.4005126953125,550.1615600585938,926.3955688476562,582.7295532226562,1005.2131958007812,584.7022705078125,0.0,0.0,0.0,0.0,0.0,0.0,1164.0784912109375,201.74276733398438,0.0,0.0,1159.7005615234375,212.6346893310547,1178.382080078125,213.6473388671875,1149.72607421875,224.64486694335938,1183.0086669921875,227.78366088867188,1143.1334228515625,225.4438018798828,0.0,0.0,1163.7432861328125,242.56394958496094,1177.253173828125,243.08010864257812,1153.9576416015625,246.71994018554688,1179.84814453125,247.65589904785156,1153.5185546875,264.5578308105469,0.0,0.0
0007.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,954.4583740234375,479.9425964355469,985.1145629882812,482.96673583984375,947.2634887695312,506.32598876953125,992.8920288085938,511.70550537109375,950.3181762695312,521.4529418945312,987.23388671875,518.7295532226562,953.5842895507812,530.037841796875,979.6117553710938,531.2820434570312,931.7611694335938,551.0924072265625,987.4125366210938,552.2696533203125,916.6502685546875,584.039306640625,999.6596069335938,583.6182861328125,0.0,0.0,0.0,0.0,0.0,0.0,1164.2774658203125,201.89414978027344,0.0,0.0,1160.5380859375,212.55572509765625,1178.61279296875,213.26841735839844,1149.8067626953125,224.3618927001953,1180.693603515625,226.61947631835938,1142.9490966796875,224.37445068359375,0.0,0.0,1165.1038818359375,242.54554748535156,1178.388671875,242.91104125976562,1154.322509765625,245.7640380859375,1180.0108642578125,246.60714721679688,1154.16943359375,264.2519226074219,0.0,0.0
0013.jpg,0.0,0.0,0.0,0.0,0.0,0.0,923.76708984375,473.9847717285156,0.0,0.0,922.74755859375,492.8096618652344,946.4943237304688,489.4456481933594,920.585205078125,523.337890625,943.6555786132812,514.0840454101562,909.0767822265625,523.3382568359375,920.7682495117188,517.0596313476562,935.9370727539062,539.10888671875,958.610595703125,539.21044921875,903.5473022460938,546.7723388671875,961.5153198242188,550.7921752929688,912.910888671875,576.361083984375,999.0707397460938,581.344970703125,1059.40625,96.9986572265625,1061.040283203125,95.88327026367188,1059.07177734375,94.88182067871094,0.0,0.0,1057.2979736328125,93.89173126220703,1063.9998779296875,104.79722595214844,1049.846923828125,97.57963562011719,1063.0828857421875,114.4570541381836,1026.573974609375,95.51211547851562,1057.31787109375,116.05921173095703,1009.4935302734375,92.42142486572266,1045.2265625,124.41824340820312,1037.2830810546875,120.17111206054688,1034.92529296875,133.785888671875,1029.7564697265625,130.13258361816406,1019.6309814453125,151.22665405273438,1017.4107055664062,147.8026123046875
0005.jpg,0.0,0.0,0.0,0.0,0.0,0.0,969.5573120117188,453.84234619140625,0.0,0.0,961.1298217773438,473.29071044921875,992.884765625,477.8529357910156,952.1498413085938,496.3385009765625,998.982177734375,507.4755859375,958.4834594726562,507.9110107421875,994.14990234375,519.2161254882812,959.8873901367188,523.56982421875,985.0084838867188,524.9998168945312,943.644775390625,549.50244140625,990.7688598632812,550.854736328125,940.521728515625,585.736083984375,1004.94775390625,586.657470703125,0.0,0.0,0.0,0.0,0.0,0.0,1163.9537353515625,201.72384643554688,0.0,0.0,1159.342041015625,212.4311065673828,1178.6351318359375,213.29513549804688,1149.7303466796875,224.5067138671875,1183.1671142578125,227.28065490722656,1143.8853759765625,225.16744995117188,0.0,0.0,1163.7127685546875,241.73654174804688,1177.8624267578125,242.2449493408203,1154.162109375,245.3120880126953,1181.5467529296875,246.22811889648438,1153.391845703125,264.1317443847656,1188.606689453125,264.4406433105469
0011.jpg,0.0,0.0,0.0,0.0,0.0,0.0,945.8659057617188,473.45294189453125,0.0,0.0,939.4513549804688,490.924072265625,970.6218872070312,491.9889221191406,933.2367553710938,516.6228637695312,977.1389770507812,519.1522827148438,942.6796875,527.960205078125,978.2771606445312,530.8502197265625,942.591552734375,540.2722778320312,969.4912109375,540.9599609375,917.9886474609375,547.6390991210938,976.5865478515625,548.9188842773438,909.4166870117188,583.1287231445312,996.5799560546875,584.257568359375,1058.3565673828125,96.56198120117188,1059.8907470703125,95.38487243652344,1057.8834228515625,94.46678924560547,0.0,0.0,1055.86767578125,93.49335479736328,1063.0875244140625,104.11803436279297,1048.488037109375,97.21461486816406,1062.3489990234375,114.07035064697266,1025.99755859375,95.6423110961914,1056.6654052734375,115.82189178466797,1009.3638305664062,92.36864471435547,1045.2081298828125,124.05374145507812,1036.9461669921875,120.01216125488281,1035.5670166015625,134.0715789794922,1030.1004638671875,130.6009979248047,1020.421142578125,151.30374145507812,1017.8945922851562,148.03501892089844
0010.jpg,0.0,0.0,0.0,0.0,0.0,0.0,953.5938720703125,471.0671691894531,0.0,0.0,947.413330078125,489.5514831542969,976.4880981445312,491.2081604003906,939.4823608398438,514.33203125,984.42431640625,520.3815307617188,944.916259765625,524.6854858398438,983.0136108398438,527.18896484375,947.8278198242188,537.7677612304688,973.5396728515625,538.11376953125,922.263427734375,555.4890747070312,980.7230834960938,554.9163208007812,906.6572265625,586.059814453125,997.7681884765625,584.2566528320312,1058.29736328125,96.79872131347656,1059.8427734375,95.670654296875,1057.876953125,94.67639923095703,0.0,0.0,1055.7789306640625,93.6230239868164,1062.7515869140625,104.42939758300781,1048.0029296875,97.2073745727539,1062.5050048828125,114.69084930419922,1025.6827392578125,95.47318267822266,1057.511962890625,116.80908203125,1009.0704345703125,91.82090759277344,1044.384765625,123.85014343261719,1036.052734375,119.7127685546875,1035.421630859375,134.0736083984375,1029.828857421875,130.53802490234375,1020.5692749023438,151.2625732421875,1017.7696533203125,147.95587158203125
0004.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,963.7147216796875,471.628173828125,995.4539184570312,476.48358154296875,956.5126953125,493.72308349609375,1001.591796875,504.95751953125,966.6044311523438,505.1695556640625,996.5101928710938,516.8113403320312,964.0704345703125,521.4448852539062,988.4744262695312,523.2931518554688,951.4187622070312,550.1804809570312,992.5841674804688,552.5274047851562,949.3964233398438,586.259521484375,1004.64453125,588.9757080078125,0.0,0.0,0.0,0.0,0.0,0.0,1163.916015625,201.6440887451172,0.0,0.0,1159.3646240234375,212.36175537109375,1178.982421875,213.21029663085938,1150.176513671875,224.47366333007812,1183.4512939453125,227.43084716796875,1145.051025390625,225.20343017578125,0.0,0.0,1163.80908203125,242.03843688964844,1178.2039794921875,242.5128173828125,1153.6112060546875,244.91098022460938,1181.060302734375,245.78363037109375,1153.001953125,263.79119873046875,1188.2169189453125,264.0257263183594
0028.jpg,754.5089721679688,484.63201904296875,757.2985229492188,480.5257263183594,752.6790771484375,482.450927734375,767.2901611328125,480.2657775878906,0.0,0.0,781.1263427734375,492.25384521484375,758.8805541992188,500.1061706542969,803.2042846679688,507.519775390625,757.1942749023438,517.6116333007812,808.4335327148438,520.3456420898438,751.3265380859375,535.8555297851562,804.4667358398438,515.7915649414062,783.7044067382812,522.0540161132812,829.9656982421875,536.067138671875,761.873779296875,552.9489135742188,865.7337036132812,543.9912109375,758.8848266601562,570.145263671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619.1958618164062,106.86894989013672,611.1924438476562,112.31143188476562,616.1627807617188,112.92485046386719,610.2145385742188,121.66021728515625,616.1521606445312,122.95941162109375,613.5660400390625,127.01318359375,619.6946411132812,128.6681365966797,608.5137329101562,130.91954040527344,611.7532958984375,131.5241241455078,609.7062377929688,145.0130615234375,613.5313720703125,145.22509765625,605.3052368164062,157.41134643554688,608.4846801757812,158.53419494628906
0000.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,971.904296875,478.4025573730469,1003.9464721679688,481.0080871582031,963.1023559570312,500.7601318359375,1008.2557983398438,508.9931640625,971.491943359375,512.219970703125,1003.3536376953125,522.03515625,975.4219360351562,529.7892456054688,998.1736450195312,530.5889892578125,972.010986328125,568.8923950195312,999.5512084960938,567.7686767578125,970.4959106445312,608.109130859375,1006.8488159179688,606.2994995117188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613.0834350585938,95.81642150878906,607.281494140625,100.02310180664062,608.9876098632812,100.59549713134766,610.200927734375,107.2669677734375,611.5524291992188,107.33565521240234,615.229736328125,108.39649963378906,615.6493530273438,107.99480438232422,600.5013427734375,117.01424407958984,601.8372802734375,117.36431884765625,601.1295166015625,131.9742431640625,602.4934692382812,132.21221923828125,599.9013671875,146.27069091796875,601.5022583007812,147.29498291015625
